user_id,item_id
1655,2977 922 309 1001 1658 611 2056 1722 2956 1040
1656,2510 2606 1811 93 3409 3476 1516 453 2338 382
1657,2847 530 1720 1610 2024 529 2688 169 2067 3022
1658,872 166 3463 1218 3496 2338 1429 1653 3535 1678
1659,936 1098 382 2886 3122 2479 1119 3021 2801 2201
1660,2646 1379 1797 2256 1134 809 3468 826 2410 892
1661,2335 2119 1070 2587 59 3298 1729 966 252 1234
1662,702 1086 2653 1868 1545 802 2185 2814 810 1670
1663,2170 3338 372 73 2220 3639 1218 3423 1376 1560
1664,1651 74 89 3079 1868 288 1861 809 3606 1498
1665,2916 2593 2402 863 1382 1456 168 3474 2240 3666
1666,216 3172 1218 568 298 3228 1501 3339 534 327
1667,490 361 2466 1975 2215 1808 1373 1678 1184 539
1668,732 2564 3272 384 3022 160 1353 2290 1354 640
1669,1444 2580 3425 778 1888 2240 2201 2234 2796 1003
1670,2239 2933 2956 1102 2458 2768 3215 2252 3231 1681
1671,3497 3323 291 1073 231 2653 1517 3404 3019 3194
1672,1101 32 41 827 2641 3467 2663 891 2924 51
1673,502 493 2194 774 3215 1445 1510 3358 1825 1861
1674,3021 2338 3665 2827 135 3116 2387 867 2820 1858
1675,3646 2732 931 220 2833 1375 2652 1747 1073 1723
1676,1223 1011 3013 1797 772 732 1425 2796 1003 159
1677,2159 3087 3411 1044 2143 3002 3304 566 755 2240
1678,1315 1615 37 3390 530 3335 2240 2234 2796 159
1679,2858 3431 650 221 1888 2234 285 2369 3658 1870
1680,2848 683 577 2037 1505 3153 504 1776 856 2427
1681,1754 79 3353 264 3628 2124 3684 2555 232 3659
1682,1484 3671 1471 1227 1615 1341 3438 135 3079 283
1683,573 2976 3647 1278 3061 2722 2643 3157 234 2428
1684,2355 87 833 1630 3659 1186 1808 253 805 3557
1685,3050 1108 3191 2194 2295 762 2480 1498 1888 3666
1686,1913 3048 208 1304 2626 2757 584 490 1279 2570
1687,204 3366 1961 1504 1453 69 305 124 2128 2240
1688,3409 618 799 2825 3705 3234 2237 213 3002 944
1689,1328 533 3155 1111 664 2259 397 3220 212 206
1690,3653 10 395 2477 2091 2334 2201 2369 1870 3240
1691,1001 601 99 2545 1086 3247 1393 3311 3066 3544
1692,1103 2400 1025 3414 930 3042 2373 1644 3028 1422
1693,2068 1781 1216 1801 1166 493 549 192 2240 108
1694,1560 3131 2784 124 487 1490 1689 702 617 2989
1695,1459 1884 810 709 396 2574 802 2205 702 2595
1696,2828 833 3418 2942 214 768 3280 3693 1912 1177
1697,951 1854 2170 3700 3052 2747 2577 1676 2172 539
1698,2162 1082 771 138 7 815 1752 3472 401 721
1699,3701 512 1086 1545 2653 2614 1888 2240 3666 2334
1700,3638 2470 654 3151 1360 2334 1425 2234 159 108
1701,3002 1462 3223 3355 3648 32 2454 430 3323 1174
1702,2199 482 3546 2117 1832 2161 2248 2931 702 2005
1703,3350 640 1725 487 106 3247 428 771 452 1337
1704,1471 182 779 93 2248 870 3122 2479 1638 2710
1705,1223 3443 200 508 1386 2989 1879 463 1831 707
1706,1037 2363 2688 3125 187 1530 36 2327 3424 3269
1707,2774 2281 1001 1711 3049 2956 2334 2201 1467 285
1708,1102 2674 2502 2236 2328 1040 2024 1888 1425 2201
1709,375 36 1638 779 3151 3638 618 2240 2334 1425
1710,3091 3325 3606 2122 1382 1887 2528 37 1811 3353
1711,2088 3296 1831 2156 3535 2805 2141 253 1612 834
1712,1590 2249 650 2774 1398 1083 2308 2 3051 790
1713,1858 2692 2402 1927 1526 472 3022 1467 1805 2834
1714,186 1670 2402 1510 467 2068 482 120 1888 2240
1715,3066 1725 1030 3301 3023 12 1700 3086 2331 2023
1716,3431 2359 2913 2088 1828 1807 1972 3476 2015 1950
1717,3224 3557 2556 3528 1512 3648 2794 911 501 3294
1718,1764 1318 1970 3523 3 2922 2302 2911 3666 2334
1719,2556 1406 3568 1859 1492 3544 2240 2334 2234 1003
1720,3427 3456 387 1982 214 251 1925 3125 3216 3417
1721,3652 2974 2641 663 2874 221 2592 646 1449 1557
1722,512 2917 2069 1595 79 1523 1086 1814 731 3317
1723,3385 1543 2031 1223 2862 1316 2281 327 1425 319
1724,357 1293 431 2054 613 892 1888 676 2201 2796
1725,3473 2510 543 1831 2928 2297 2501 1736 119 640
1726,620 732 232 2570 1686 1246 1968 1559 1186 577
1727,573 3527 1736 3205 2266 3431 1371 2643 1475 2311
1728,176 3065 1699 2757 228 350 645 2345 1700 3533
1729,2217 2455 2275 1109 1092 1527 213 0 3508 1302
1730,1101 1083 2215 1678 1328 1001 1645 1543 883 305
1731,1337 528 1545 3341 2363 1884 3067 1888 2334 1425
1732,3423 3424 3529 3159 3638 3614 256 409 2564 3666
1733,584 3053 3349 3313 3215 2342 1216 104 2980 649
1734,233 3671 1335 2527 3695 1179 1830 908 1947 755
1735,543 3050 570 1640 3048 502 1425 2234 1144 3258
1736,584 798 2640 569 863 1645 2820 169 237 922
1737,2534 1916 771 772 136 2630 1615 2488 2337 1045
1738,188 1165 304 1460 327 1888 2240 3666 2334 1425
1739,1790 1671 1686 2786 701 762 1936 1549 1517 2865
1740,35 2605 1822 1686 3404 204 3701 1246 1616 232
1741,182 2621 2519 402 2718 3362 175 933 232 3474
1742,1669 578 2643 2774 234 2428 382 1505 318 741
1743,2937 3173 463 3628 2474 1916 124 652 390 2427
1744,1770 3358 2971 3460 3598 1052 2159 708 2132 2003
1745,983 3157 2117 151 2044 2252 352 2500 3540 2943
1746,318 1186 3269 3363 3341 3035 253 327 1888 2334
1747,1186 232 1630 350 2476 79 2557 1638 1167 607
1748,1950 1453 12 240 1706 2155 305 995 1340 69
1749,1337 3600 452 124 79 1348 174 1754 2185 3439
1750,2947 1858 2076 1516 1490 738 584 1524 2457 428
1751,36 132 237 1039 3692 236 1859 3250 3533 2327
1752,1129 2542 890 22 1916 69 3365 487 561 3367
1753,2969 3306 3327 300 1758 3435 2920 2652 2663 810
1754,3200 1065 3604 184 2094 3364 161 2030 2951 3260
1755,704 723 1870 3624 1521 3445 2724 3015 2022 2610
1756,618 375 10 2293 523 750 1715 3537 2950 2349
1757,252 1362 1638 236 2848 63 1279 796 2709 1593
1758,2222 1160 1287 1984 2673 2067 3692 618 1197 241
1759,3456 573 241 2488 3382 3423 1296 1776 3424 1340
1760,830 2186 2237 304 3358 1835 743 394 1067 128
1761,474 2830 1970 1721 208 2800 472 934 1223 69
1762,3362 3080 3074 609 530 1193 2068 619 1353 1470
1763,371 308 796 3013 1638 1657 2427 2510 2609 3424
1764,890 978 353 397 643 1617 1270 1111 96 1423
1765,3529 447 124 1762 2265 463 2224 1590 2528 2820
1766,3528 1960 1030 3694 2210 2626 1888 2201 3015 1144
1767,3694 1583 1657 3652 451 1592 1888 2240 676 1003
1768,2840 3275 1658 2756 2587 1667 3366 2745 2225 2119
1769,1858 1747 1216 402 2541 365 3015 1144 2796 676
1770,3012 1481 570 242 726 2924 3256 2981 3231 1818
1771,361 467 3437 482 1678 2215 508 2920 1814 872
1772,3418 1285 2561 312 2172 2185 3035 1573 2814 2363
1773,2710 1205 1324 2556 3151 3423 184 2830 3015 159
1774,2690 1064 49 2644 2529 489 352 3271 1938 1724
1775,1149 2950 182 800 3088 3463 3019 2865 1747 2181
1776,933 3562 449 1975 2674 627 545 2056 1645 1593
1777,3608 3669 2048 2379 1309 3438 2376 619 2205 2136
1778,1030 971 1592 1543 1803 1223 2862 124 472 3013
1779,2618 2920 1939 3002 2008 2455 163 3360 96 324
1780,1847 1333 2792 1787 1910 1667 494 2122 2972 3543
1781,1980 1172 883 2534 513 1453 1924 3666 1425 2201
1782,2763 1839 1044 609 1603 3363 1573 174 3258 319
1783,467 186 2574 120 2334 1425 2201 3015 676 108
1784,863 1630 1848 1916 2314 1078 1240 3311 1001 3365
1785,1032 2920 3701 1801 2916 1781 234 650 2281 2240
1786,2830 1792 1173 470 1787 3031 1365 3171 2132 1371
1787,3156 2618 554 708 2403 2077 128 3009 254 829
1788,2068 3411 1510 1959 446 2059 501 2553 1540 3345
1789,1796 402 621 1662 119 3597 3220 926 872 3496
1790,36 2789 741 236 1199 1888 2334 1425 2234 2796
1791,1364 1543 1762 22 1146 2798 251 2352 3159 1935
1792,941 465 1045 2261 717 248 3325 1150 1936 335
1793,1731 1490 650 1124 3482 472 246 1888 2240 2234
1794,1402 2282 289 528 2110 208 2399 2314 188 1337
1795,2402 922 1887 1206 132 611 2776 1807 2732 1057
1796,375 779 1583 1354 2745 3272 1835 1811 989 3365
1797,429 2363 174 3157 1315 2281 1687 1868 1371 1781
1798,1427 2354 810 3269 1797 183 739 702 2814 2653
1799,246 3521 1082 43 3666 1144 2796 1003 1467 108
1800,331 2140 3372 797 2234 2334 676 1003 2201 159
1801,1045 3534 3287 1216 309 733 2472 1525 1690 1921
1802,3418 3692 809 1946 3131 1293 2240 1425 2234 1144
1803,2165 3638 1186 2502 3666 2334 2234 3015 2796 676
1804,993 2840 3417 1762 836 387 2067 3048 2501 2349
1805,1092 2931 3219 914 136 2812 2676 2071 512 1211
1806,1913 2757 3049 2980 119 2185 2564 36 1505 1997
1807,1862 868 2397 3019 394 461 3194 3030 1220 2493
1808,794 1217 29 3048 331 31 1830 3427 2337 2902
1809,795 211 3474 2306 3165 1892 1814 2780 2999 1956
1810,1044 3544 978 2533 2688 618 2201 676 3258 159
1811,467 3474 331 2613 1615 3022 2673 3692 2653 2060
1812,1928 809 3557 220 1001 324 1914 2931 2336 124
1813,1560 778 650 887 382 986 1348 487 120 1165
1814,3059 971 169 2534 1178 1955 3694 2005 1888 2240
1815,537 3227 1676 1279 2154 573 1070 2335 1318 2709
1816,2716 99 621 1939 3191 119 845 212 3591 1252
1817,1655 831 3067 1193 1903 1758 3597 2218 3091 3345
1818,3005 3036 3046 3060 1099 3327 1096 2194 1248 1617
1819,113 3511 515 331 2481 2245 2976 2194 1248 3191
1820,3349 584 1086 1131 3286 2468 676 1805 319 1109
1821,799 253 1520 2688 3473 488 3406 796 1657 774
1822,631 2673 2256 3227 894 2261 2054 990 1859 1133
1823,3107 911 1493 626 126 204 372 2319 2170 2104
1824,1997 3151 620 573 375 618 2230 2477 1888 2796
1825,738 1777 2688 1700 560 36 570 22 1630 232
1826,1638 2258 3516 3638 3659 253 1888 2240 1425 3015
1827,1920 3071 1505 2564 1543 3613 1223 22 1039 796
1828,2774 382 1687 1086 512 2376 935 829 1865 1543
1829,1371 3157 2643 1801 1315 1560 382 1687 2354 512
1830,2528 2076 3350 989 2334 2201 1144 3258 1467 285
1831,584 1490 3046 2222 331 3689 16 3327 1287 398
1832,1912 3588 1945 352 1741 2618 75 1140 3528 670
1833,1186 883 3423 1583 3153 1316 772 2534 1858 2148
1834,2327 3153 2265 2534 147 3423 3350 1316 2564 3013
1835,801 1517 2345 1822 79 1888 2240 2334 2201 2796
1836,802 2574 1545 2914 1037 1687 1888 319 2796 676
1837,1315 2643 794 765 2916 1560 2311 887 382 1427
1838,1064 3352 891 3522 312 1373 509 1822 3406 1246
1839,951 113 1048 2968 1036 169 3049 1001 2956 646
1840,352 1768 1439 3325 3374 1397 2458 165 621 3534
1841,1030 3203 2261 2673 3131 2557 3528 529 2190 2262
1842,2402 467 3133 1855 1943 2784 528 3666 2240 2334
1843,3402 3448 472 3677 3390 2528 1315 2054 2636 1887
1844,3404 3030 1754 3035 2376 3409 409 1939 293 398
1845,1091 36 1505 3153 327 2334 3015 2796 676 3258
1846,1039 3125 3059 1486 3646 922 2688 1797 2646 3142
1847,3075 3164 2 1746 1831 1688 3661 2169 3080 1149
1848,2784 618 2862 2564 3173 2945 3443 10 1406 3583
1849,2534 1605 3656 2037 1888 2334 1425 676 1003 2708
1850,801 810 609 3019 2181 3030 1963 1723 157 1449
1851,2273 2421 944 1374 649 1086 2874 166 3203 956
1852,1018 2338 3060 3005 1892 1471 1888 2240 3666 2796
1853,2050 2613 2340 1498 1044 1007 2012 1111 2158 174
1854,1150 3671 58 3057 1641 3047 3179 1477 432 1454
1855,3653 1997 1804 2165 2817 2557 613 454 3245 1080
1856,1316 3638 2564 3673 2908 2042 1421 1376 3269 132
1857,1505 1039 36 1211 2745 3317 82 208 1726 2240
1858,409 120 1316 3013 3173 1888 2240 2201 1144 1467
1859,2354 213 612 1462 555 1252 2993 1377 879 3240
1860,2587 3227 1070 1711 169 877 1725 73 3298 646
1861,844 1080 1928 195 960 1855 790 44 2286 36
1862,1374 1546 1510 1736 501 1067 3238 1861 2602 1081
1863,966 3696 1070 252 3340 974 3000 917 3609 1881
1864,2309 3402 37 598 3474 863 2308 3116 530 246
1865,512 188 1753 1300 429 2457 2331 3349 2956 339
1866,2086 3562 499 3390 475 2240 2334 2201 3015 159
1867,2515 2617 1592 2086 3075 2122 69 3379 3474 487
1868,1912 1011 1707 409 2988 922 1164 2928 1593 2240
1869,2567 1957 240 2836 3698 806 1622 701 1322 994
1870,1811 3402 3546 1376 3227 3696 2201 676 1467 1805
1871,2274 2629 3418 334 545 3430 2098 2928 1158 2745
1872,104 978 1403 3125 1630 950 2088 3677 3695 25
1873,2308 530 3403 561 1086 2210 3600 2574 802 1801
1874,2314 2602 333 2076 2249 989 467 2068 617 2334
1875,1438 1616 1562 1850 3666 2334 2201 3015 676 285
1876,626 1001 376 220 474 1356 781 696 3671 309
1877,1706 3516 1859 292 465 2292 3281 2738 442 1665
1878,640 1211 1039 2210 3694 3534 971 2342 1664 3415
1879,3053 3049 1956 2980 1078 2468 774 1546 3666 2240
1880,331 36 1505 618 1946 1205 3423 2277 3692 2689
1881,3153 2474 3537 2528 2234 2796 676 159 285 2369
1882,339 99 732 971 3694 771 82 463 237 3617
1883,333 1439 3406 1133 1134 3379 2236 2717 942 1098
1884,1086 802 2814 1300 3428 2334 1144 1003 1467 2369
1885,3653 1838 449 3516 1614 2830 1888 3666 1425 2234
1886,2584 757 1914 2762 3120 2103 797 3139 2454 2029
1887,124 1012 2076 2359 2088 995 2387 2306 1456 908
1888,3677 1052 2256 802 728 3157 221 650 2281 512
1889,1560 1801 2774 2424 234 382 1427 2625 512 2334
1890,1546 1887 617 1337 2281 3125 36 796 3247 2568
1891,695 2399 1532 3437 3441 2249 867 2592 1792 1490
1892,1505 3600 488 989 702 619 2409 569 36 3529
1893,188 3253 986 1781 1745 1583 1831 147 1281 153
1894,2502 2933 1968 3059 2112 1057 1379 1375 1030 1178
1895,2103 3367 166 3668 2210 3016 717 2338 1541 3397
1896,3486 3119 2147 2518 1888 2240 2334 1425 1144 2796
1897,2158 1638 1560 1012 1792 186 516 2545 1552 1052
1898,1703 609 1443 1203 89 276 1068 101 3352 1538
1899,3371 453 3535 2617 2820 1470 184 2314 913 1637
1900,1354 3529 3423 124 2732 3153 361 327 1144 676
1901,3628 3349 2646 989 868 559 910 1888 2240 3666
1902,1482 1545 980 392 79 2000 1673 778 1888 2334
1903,84 2082 3605 3218 542 1914 3222 2577 1153 0
1904,3153 1884 2892 107 2504 843 2467 2330 1425 2201
1905,1127 542 915 2780 1462 884 1100 324 2240 1425
1906,2828 373 2988 581 1371 65 1491 333 1711 578
1907,2311 3228 609 3671 9 1082 2663 2108 710 565
1908,1827 221 1560 2428 650 512 1687 970 1700 2345
1909,2256 1014 2484 438 1278 2643 234 765 1827 650
1910,3701 1315 1371 650 2311 512 676 1805 2834 1870
1911,3111 3205 1371 512 2281 2334 2796 159 1467 108
1912,618 3062 523 3537 2688 2091 2240 2796 676 285
1913,2739 350 2345 645 232 2240 2334 2201 3015 1144
1914,1471 2252 3231 151 2836 3588 2334 159 1425 2201
1915,166 2379 3608 41 3327 2146 3157 3644 3202 719
1916,1583 1086 1039 2331 584 2217 138 488 3036 1030
1917,28 2798 796 320 1354 1638 2895 1146 3225 1186
1918,182 2019 380 2780 1100 3020 3101 2653 312 802
1919,1603 2143 3402 3448 2308 2528 3579 1304 1888 2240
1920,3053 584 621 3046 755 1850 3031 543 2757 1175
1921,2688 2293 395 512 436 2240 1425 2796 676 1003
1922,2286 1279 618 1548 2165 2493 132 3272 3269 892
1923,2261 1398 2215 231 3323 1052 172 1869 1332 327
1924,573 3527 2699 3111 2858 1736 578 682 3061 2643
1925,3157 221 2354 650 3666 2201 2234 3015 1144 3258
1926,1044 1270 2145 397 1527 2899 353 2041 1855 2510
1927,1371 1382 3390 3448 1889 561 441 3595 1386 1726
1928,3331 857 904 1703 672 76 571 1329 166 3042
1929,467 2674 3133 3231 1668 1052 2256 1032 1736 2484
1930,3600 1545 702 802 3439 1670 762 883 2148 124
1931,2308 3067 3437 1184 3527 166 2980 2664 2956 2969
1932,3005 1746 3238 815 1850 2397 3660 2222 1127 3435
1933,2695 447 59 1722 2250 3047 717 2152 3205 1100
1934,3149 1744 904 868 3097 1025 1536 2688 844 463
1935,3229 2094 866 3456 796 1702 327 2240 2334 2201
1936,1030 1960 3694 82 3317 165 584 902 1304 1888
1937,3699 3042 776 3616 2275 480 919 1802 2354 1529
1938,2664 1807 2828 2732 1001 2646 1614 2470 2776 1376
1939,333 3341 1936 1044 2334 2234 1003 319 1870 2708
1940,2874 2239 2780 182 3694 971 944 1630 2345 2189
1941,527 2920 2858 901 1315 1560 2240 2234 676 1003
1942,1614 1811 2224 2502 494 2086 3131 1629 922 1859
1943,2112 2646 2732 1223 3666 2240 2234 3015 1144 1003
1944,3286 536 1889 2122 166 3468 2386 3441 2006 2129
1945,528 2706 2654 389 1574 3079 1337 2076 41 2306
1946,1439 1753 3091 3327 420 41 3669 3438 2218 1888
1947,1831 3427 883 1275 452 617 1337 1545 2338 2037
1948,2664 1376 3059 1057 790 12 1808 1178 166 966
1949,2515 2037 1928 3272 3537 3390 3432 674 3150 3653
1950,533 680 1619 2354 2125 3240 1527 2158 2082 1480
1951,467 1510 120 3256 3133 2068 677 1831 1888 2334
1952,1337 802 1868 1545 2363 3406 327 1425 676 1467
1953,3294 2780 1618 2490 2515 2553 1798 1671 315 619
1954,462 907 651 2457 3227 2335 3298 1652 1536 3696
1955,2389 809 2686 462 3202 1184 3511 818 1309 2397
1956,3325 3671 1219 90 2326 2561 1884 312 1686 1573
1957,2023 3360 1893 3027 2534 872 1617 2555 1146 1887
1958,3424 513 186 467 1470 3415 1422 1456 3479 802
1959,452 3677 2063 1811 3489 2335 42 1979 1888 3666
1960,2281 1554 1586 1315 2309 3350 1840 1858 700 186
1961,2586 312 1337 2574 1888 2334 1003 108 1870 3240
1962,3562 3408 766 188 829 67 793 1300 2502 950
1963,3060 830 2161 563 2237 2397 1888 3666 2334 1425
1964,1172 772 853 387 874 2584 3424 796 2365 2931
1965,2484 578 1475 1315 2916 234 2334 2234 3015 285
1966,1132 3513 2730 2908 2480 923 1328 2460 2274 1193
1967,2512 3353 124 1083 1797 2933 1057 1226 1888 1425
1968,2365 2502 1811 2732 2774 796 169 2297 3677 584
1969,1184 1996 19 1527 3013 1127 94 3666 3015 2234
1970,1376 763 1706 2928 2510 2953 3666 2240 2334 2201
1971,1023 1490 2387 3694 1796 305 640 2617 487 3390
1972,449 1811 1375 2732 1425 108 2369 1870 3240 1264
1973,1078 2732 2067 2297 2210 1505 36 1039 3418 2745
1974,704 2062 2840 1699 1516 3371 2908 2068 619 3293
1975,2575 1453 2031 120 1408 529 3225 2054 138 4
1976,232 2345 79 1686 3656 528 1868 1060 3425 2334
1977,96 563 2692 1871 106 476 208 2960 785 1490
1978,2617 1490 487 3131 2862 763 2534 2620 1045 3493
1979,234 382 650 169 1711 2956 646 1001 1039 2221
1980,2881 831 555 2745 2062 2050 397 2194 1039 2250
1981,2639 427 1633 2409 3690 183 1400 1032 2920 104
1982,1386 253 2354 605 3693 1711 2438 1186 1086 1491
1983,2346 3543 1515 110 1170 872 710 999 1160 2807
1984,2950 1560 1001 3705 220 1127 1814 2874 1956 2999
1985,1548 1304 1172 138 1337 208 1788 1960 81 763
1986,1765 2474 2309 2308 867 1746 2156 3367 3535 2122
1987,1065 599 1736 2292 1216 219 551 2908 619 341
1988,2545 1473 2049 3464 1818 1270 2836 2240 2234 285
1989,622 863 2122 2670 1240 1887 1205 1486 2073 1858
1990,1172 1968 2745 232 1762 3059 2366 474 2563 872
1991,801 1687 2510 3409 152 3013 1543 2564 409 124
1992,3256 2622 905 3168 1887 2132 1633 3365 183 3690
1993,1037 3363 1839 978 1888 2334 1425 159 1467 2369
1994,3374 1100 1354 2630 1413 375 779 2798 3151 3473
1995,3406 1517 2205 762 1687 2363 810 174 540 3078
1996,1109 2899 213 919 980 2782 1557 1527 1212 1332
1997,220 3067 3146 719 2732 1379 1083 3606 3528 1045
1998,1762 2335 512 2636 204 1725 1289 1240 1888 2334
1999,1630 702 3276 1078 1475 3404 2110 1932 3040 762
2000,2363 810 801 2227 1549 174 456 1888 2240 2201
2001,2515 1382 1341 2148 1025 1848 3476 2314 20 771
2002,3067 220 2400 236 1609 2830 499 1808 1707 3533
2003,3546 3527 3496 2920 3259 3306 3438 3040 2460 1265
2004,1560 2617 2515 3553 1811 2082 971 2862 772 2796
2005,1337 2297 1746 785 584 3441 119 208 968 2768
2006,1956 583 1127 2999 2606 2128 3529 771 584 2129
2007,1218 868 3042 2643 3088 2650 134 2926 430 657
2008,3616 1188 3182 884 185 75 742 987 1399 1528
2009,1012 1716 2700 3086 1429 3029 3527 2339 19 2915
2010,604 253 3649 2308 2768 420 3036 903 1134 657
2011,3550 1212 584 1618 1572 3598 2485 313 3411 1699
2012,2920 3371 780 460 3367 3101 3565 1630 312 881
2013,1375 623 1641 1296 1131 1848 2256 1373 1398 1808
2014,2345 2892 3656 989 312 609 1473 1371 2325 2346
2015,1377 3214 1241 2102 3699 195 3009 3125 3537 2510
2016,2862 124 463 3153 1055 863 204 663 3227 3255
2017,1706 3628 69 2840 3537 1710 123 3348 3247 1371
2018,246 3521 1510 2068 3133 120 1630 2334 1425 2234
2019,2265 2297 3677 3141 894 1968 3059 1831 513 3028
2020,1726 1335 2140 3474 1678 1655 3335 3596 2538 3088
2021,2389 3668 184 3693 3245 3418 2606 2835 1177 3401
2022,618 502 1689 2603 2988 960 2277 3599 2899 301
2023,2136 3435 802 2897 3149 652 1711 452 1337 3600
2024,2924 612 1501 2340 2103 1951 1432 980 2329 351
2025,3205 1057 3038 1073 1957 3223 3545 873 2515 2345
2026,3595 1797 1167 2286 2258 406 559 1614 36 2240
2027,2370 3119 1984 2639 2132 1888 2334 1144 676 1467
2028,989 1039 1505 3269 1223 2334 1003 1805 108 3240
2029,650 409 528 3276 312 2696 446 2536 2534 1376
2030,1287 3411 563 1171 2397 1529 566 673 2082 3602
2031,2458 660 1848 1615 1662 3220 474 2291 2358 1193
2032,1745 687 3286 2813 3012 2273 398 598 1491 818
2033,771 3367 1840 2306 1858 3365 2088 1800 138 289
2034,3677 3448 3390 3379 1888 2334 2234 676 1003 159
2035,2159 3207 394 890 2237 3002 659 987 697 3360
2036,994 1174 3588 2259 1514 397 921 2033 2198 533
2037,2673 132 134 153 69 784 772 3334 1888 2796
2038,1960 1086 138 1871 793 2273 463 208 3666 2334
2039,3402 1887 1912 183 1593 367 530 1134 1057 1807
2040,3271 2632 3073 1153 2204 338 2506 841 1752 463
2041,1406 279 2581 1568 1615 1888 2240 1003 2334 2234
2042,232 79 488 810 1721 802 2574 2561 1037 3539
2043,22 1102 451 2432 1997 3390 1928 476 1543 2338
2044,870 1960 1593 922 1263 2086 3682 190 37 3262
2045,3534 3360 2010 3161 36 2488 472 2070 3628 2387
2046,2908 2054 2121 3116 2376 234 124 472 774 1888
2047,2055 261 875 2428 1686 3198 3621 819 2920 2235
2048,2005 1545 702 1549 2865 762 3404 1086 570 2574
2049,1030 755 2250 1850 3463 331 3371 2194 1490 2397
2050,2338 605 2908 1615 1916 3482 331 1738 1303 3029
2051,3298 1762 3474 1341 2334 1425 2201 676 1467 285
2052,2128 1309 2389 3059 474 1045 1943 2705 1065 2812
2053,2890 289 2403 1567 1303 1465 107 3126 1220 658
2054,642 2584 3574 593 1275 830 1777 2887 639 15
2055,472 22 2931 3692 3125 2327 1888 2240 2334 1144
2056,2132 1248 2397 283 755 743 1007 983 1160 2716
2057,3122 375 2116 512 2293 2676 2817 1186 183 1583
2058,1762 741 1872 3418 2240 2234 1144 1805 2834 1870
2059,3022 543 1401 2732 2501 2067 3332 2210 1888 2240
2060,1216 1848 2980 1966 3371 3670 2201 3015 2796 676
2061,2374 467 3521 186 2068 482 2402 3256 2370 2622
2062,1736 1868 2484 578 728 438 1371 1781 1560 650
2063,3465 3476 2048 382 3339 2801 2291 2099 461 3602
2064,553 283 2342 293 2302 3534 1888 2334 1425 3015
2065,2320 3570 396 684 929 1696 2385 2189 2193 224
2066,2700 3282 1460 231 3231 2285 327 2796 1425 676
2067,3411 3602 672 3660 1818 1422 2545 128 2275 1191
2068,2068 2946 2387 3133 844 360 195 482 619 463
2069,3528 43 3031 3333 2315 2331 1546 3534 3238 119
2070,515 2468 3049 3408 247 1328 119 911 2613 2077
2071,1086 312 802 2653 1686 2814 1272 1616 174 2185
2072,2648 1887 2410 3105 3208 809 647 537 452 2910
2073,2443 2181 766 340 3055 755 1187 2348 83 2522
2074,508 1765 2910 402 1341 2980 2784 2366 1583 1888
2075,1615 1510 166 240 1740 1444 1201 1403 189 2745
2076,1297 2794 1096 1714 807 1886 1762 2336 512 877
2077,2500 1067 1058 169 2784 3332 2626 3053 1078 2928
2078,3424 1223 160 476 2617 2277 799 2169 1012 208
2079,870 241 936 301 2801 2291 2334 1425 676 3258
2080,2303 3350 1848 2616 3562 204 543 183 472 3656
2081,69 3402 3367 2620 774 3482 2387 530 1858 2314
2082,1146 28 406 1333 228 1403 892 232 3406 1246
2083,691 1960 3377 3390 3441 2328 1788 333 3432 2908
2084,3402 1101 3367 584 1583 1888 3666 2240 108 319
2085,502 1640 183 2603 1888 2334 1425 2201 159 1805
2086,246 1510 467 3256 2068 3231 2639 989 2256 1422
2087,283 3238 2716 3616 3046 621 1099 1621 1956 119
2088,45 83 3071 3002 213 1030 944 1960 3051 1587
2089,1836 163 3671 3182 2047 2269 1353 2593 1919 1316
2090,1809 650 1868 3187 2653 1219 3666 2334 3015 2796
2091,2306 2636 702 1240 1615 923 1840 1033 966 894
2092,399 2609 28 3409 1186 3072 3269 184 2510 3473
2093,2082 2187 3238 472 2402 1984 617 989 1422 2363
2094,870 3227 2587 1069 917 3338 2961 1676 1325 3526
2095,1186 2784 2688 3473 828 2732 2659 1086 2616 774
2096,2120 3151 2817 2165 2474 1475 676 2201 3015 2796
2097,3669 819 3013 883 809 2430 3480 790 1240 1723
2098,3269 530 1069 631 69 1279 1888 2201 3015 2796
2099,798 543 3694 476 463 119 1746 1868 2334 1425
2100,3701 1278 2643 234 2916 1371 1827 650 2424 2311
2101,1160 513 796 3608 3059 3002 1996 488 2161 930
2102,1337 409 989 2561 1424 1086 2345 2872 1700 79
2103,2342 1546 774 584 1753 119 3238 1491 3215 2194
2104,2798 2835 1707 384 3262 2011 777 82 153 1808
2105,3180 584 1211 63 3400 2018 1888 2240 2234 1144
2106,2132 2397 3371 2613 1287 1752 2237 1329 1939 1191
2107,2059 2999 3020 3639 295 1914 976 3374 121 1059
2108,1678 820 2915 831 3339 3183 374 2946 2553 3397
2109,2476 1864 3642 2345 2234 1425 108 1870 2708 1264
2110,879 855 2125 96 353 2354 1245 213 1092 3471
2111,2266 1315 1801 2643 1560 2572 2774 2916 221 650
2112,1738 1169 331 904 3435 2198 1888 3666 2334 1003
2113,215 2470 2410 1859 772 1331 1511 631 494 2745
2114,1583 2297 2128 1186 2240 2334 3015 1144 1003 159
2115,92 3269 2609 1955 1279 2918 1186 772 3151 1952
2116,3023 423 3066 513 451 1045 621 944 1240 3213
2117,301 382 1541 941 1607 2090 3021 2334 2201 285
